day,day_of_year,weekday,hour,is_weekend,temp_c,load_kw,in_tariff_peak,is_demand_peak
50,51,1,15,0,21.77,0.1265,0,0
50,51,1,16,0,19.27,0.2941,0,0
50,51,1,17,0,20.44,0.3631,0,0
50,51,1,18,0,20.72,0.5484,1,0
50,51,1,19,0,17.73,0.4235,1,0
50,51,1,20,0,16.17,1.0365,1,1
50,51,1,21,0,17.92,0.6395,1,0
50,51,1,22,0,15.64,0.5207,0,0
50,51,1,23,0,12.53,0.741,0,1
51,52,2,0,0,14.18,0.1568,0,0
51,52,2,1,0,9.97,0.1374,0,0
51,52,2,2,0,9.54,0.1803,0,0
51,52,2,3,0,10.23,0.1834,0,0
51,52,2,4,0,10.77,0.1546,0,0
51,52,2,5,0,13.0,0.3227,0,0
51,52,2,6,0,12.42,0.9712,0,0
51,52,2,7,0,12.6,0.9364,0,0
51,52,2,8,0,15.54,0.1475,0,0
51,52,2,9,0,16.06,1.3087,0,1
51,52,2,10,0,17.46,0.2068,0,0
51,52,2,11,0,17.11,0.2463,0,0
51,52,2,12,0,19.62,1.1042,0,1
51,52,2,13,0,19.38,1.2088,0,1
51,52,2,14,0,20.36,0.2461,0,0
51,52,2,15,0,21.77,0.2083,0,0
51,52,2,16,0,21.25,0.1738,0,0
51,52,2,17,0,20.88,0.4134,0,0
51,52,2,18,0,18.5,0.3768,1,0
51,52,2,19,0,19.02,0.6314,1,0
51,52,2,20,0,15.98,0.9811,1,0
51,52,2,21,0,15.25,0.3965,1,0
51,52,2,22,0,13.23,0.5677,0,0
51,52,2,23,0,13.85,0.3855,0,0
52,53,3,0,0,12.21,0.1525,0,0
52,53,3,1,0,11.73,0.1746,0,0
52,53,3,2,0,10.65,0.1352,0,0
52,53,3,3,0,10.14,0.1687,0,0
52,53,3,4,0,10.46,0.1672,0,0
52,53,3,5,0,10.49,0.2508,0,0
52,53,3,6,0,11.42,0.857,0,0
52,53,3,7,0,13.77,0.9965,0,1
52,53,3,8,0,14.87,0.2466,0,0
52,53,3,9,0,15.6,0.196,0,0
52,53,3,10,0,16.46,0.1312,0,0
52,53,3,11,0,18.59,0.9371,0,1
52,53,3,12,0,19.68,0.1537,0,0
52,53,3,13,0,20.02,0.2113,0,0
52,53,3,14,0,20.41,0.2482,0,0
52,53,3,15,0,20.82,0.1338,0,0
52,53,3,16,0,21.96,0.2701,0,0
52,53,3,17,0,20.15,0.2704,0,0
52,53,3,18,0,19.2,0.7138,1,0
52,53,3,19,0,18.09,0.589,1,0
52,53,3,20,0,16.56,1.0923,1,1
52,53,3,21,0,15.65,0.6594,1,0
52,53,3,22,0,15.65,0.7474,0,0
52,53,3,23,0,10.91,0.5486,0,0
53,54,4,0,0,11.69,0.1734,0,0
53,54,4,1,0,10.86,0.1241,0,0
53,54,4,2,0,11.86,0.1763,0,0
53,54,4,3,0,8.72,0.1386,0,0
53,54,4,4,0,12.15,0.1632,0,0
53,54,4,5,0,12.04,0.3044,0,0
53,54,4,6,0,11.87,0.313,0,0
53,54,4,7,0,13.31,0.7211,0,1
53,54,4,8,0,14.84,0.1513,0,0
53,54,4,9,0,16.9,0.1206,0,0
53,54,4,10,0,16.77,0.28,0,0
53,54,4,11,0,17.78,0.2363,0,0
53,54,4,12,0,21.41,0.1688,0,0
53,54,4,13,0,21.54,1.0034,0,1
53,54,4,14,0,20.94,0.2347,0,0
53,54,4,15,0,21.45,0.2407,0,0
53,54,4,16,0,19.86,0.211,0,0
53,54,4,17,0,21.69,0.2382,0,0
53,54,4,18,0,19.65,0.5374,1,0
53,54,4,19,0,17.47,0.7443,1,1
53,54,4,20,0,17.86,0.5019,1,0
53,54,4,21,0,17.4,0.6708,1,0
53,54,4,22,0,14.36,0.6787,0,0
53,54,4,23,0,14.93,0.6564,0,0
54,55,5,0,1,14.0,0.1568,0,0
54,55,5,1,1,10.26,0.1372,0,0
54,55,5,2,1,10.74,0.1558,0,0
54,55,5,3,1,11.17,0.1426,0,0
54,55,5,4,1,9.39,0.18,0,0
54,55,5,5,1,12.15,0.3509,0,0
54,55,5,6,1,9.51,0.3348,0,0
54,55,5,7,1,12.39,0.9781,0,1
54,55,5,8,1,16.31,0.3025,0,0
54,55,5,9,1,14.25,0.267,0,0
54,55,5,10,1,19.82,0.2501,0,0
54,55,5,11,1,19.84,0.1707,0,0
54,55,5,12,1,20.52,0.2052,0,0
54,55,5,13,1,20.0,0.311,0,0
54,55,5,14,1,19.78,0.2779,0,0
54,55,5,15,1,23.08,0.2465,0,0
54,55,5,16,1,19.13,0.9216,0,0
54,55,5,17,1,19.68,1.4535,0,1
54,55,5,18,1,17.12,0.7299,1,0
54,55,5,19,1,19.9,0.5643,1,0
54,55,5,20,1,17.46,1.1151,1,1
54,55,5,21,1,14.8,0.6443,1,0
54,55,5,22,1,14.1,0.6251,0,0
54,55,5,23,1,14.57,0.5828,0,0
55,56,6,0,1,11.69,0.1619,0,0
55,56,6,1,1,11.4,0.1606,0,0
55,56,6,2,1,11.55,0.1438,0,0
55,56,6,3,1,10.33,0.1523,0,0
55,56,6,4,1,11.68,0.1628,0,0
55,56,6,5,1,11.23,0.3402,0,0
55,56,6,6,1,11.37,0.8711,0,0
55,56,6,7,1,16.71,0.7364,0,0
55,56,6,8,1,11.63,0.1798,0,0
55,56,6,9,1,15.83,0.1941,0,0
55,56,6,10,1,16.36,1.1485,0,1
55,56,6,11,1,18.86,1.118,0,1
55,56,6,12,1,19.32,1.1437,0,1
55,56,6,13,1,21.38,0.3136,0,0
55,56,6,14,1,22.0,1.0236,0,0
55,56,6,15,1,22.9,1.094,0,0
55,56,6,16,1,21.5,0.2588,0,0
55,56,6,17,1,21.24,0.2396,0,0
55,56,6,18,1,18.13,0.5768,1,0
55,56,6,19,1,17.67,0.9708,1,0
55,56,6,20,1,17.29,1.0831,1,0
55,56,6,21,1,15.86,0.6398,1,0
55,56,6,22,1,15.54,0.5176,0,0
55,56,6,23,1,14.55,0.5127,0,0
56,57,0,0,0,11.62,0.1661,0,0
56,57,0,1,0,10.11,0.1694,0,0
56,57,0,2,0,11.59,0.1531,0,0
56,57,0,3,0,11.97,0.1776,0,0
56,57,0,4,0,11.36,0.17,0,0
56,57,0,5,0,10.02,0.2869,0,0
56,57,0,6,0,12.91,0.8838,0,1
56,57,0,7,0,13.48,0.909,0,1
56,57,0,8,0,15.23,0.1449,0,0
56,57,0,9,0,18.05,0.2862,0,0
56,57,0,10,0,16.99,0.2916,0,0
56,57,0,11,0,18.32,0.1516,0,0
56,57,0,12,0,18.29,0.2774,0,0
56,57,0,13,0,19.99,0.1537,0,0
56,57,0,14,0,20.95,0.2875,0,0
56,57,0,15,0,23.64,0.1951,0,0
56,57,0,16,0,20.37,0.2661,0,0
56,57,0,17,0,20.93,0.3186,0,0
56,57,0,18,0,19.26,0.5582,1,0
56,57,0,19,0,16.79,1.2384,1,1
56,57,0,20,0,18.16,0.7401,1,0
56,57,0,21,0,14.77,0.5963,1,0
56,57,0,22,0,12.3,0.8212,0,0
56,57,0,23,0,15.53,0.6105,0,0
57,58,1,0,0,13.31,0.1402,0,0
57,58,1,1,0,11.69,0.1804,0,0
57,58,1,2,0,13.13,0.1717,0,0
57,58,1,3,0,10.09,0.1461,0,0
57,58,1,4,0,10.87,0.1539,0,0
57,58,1,5,0,12.87,0.3029,0,0
57,58,1,6,0,11.81,0.5977,0,0
57,58,1,7,0,13.48,0.8616,0,1
57,58,1,8,0,15.16,0.2044,0,0
57,58,1,9,0,14.89,0.2571,0,0
57,58,1,10,0,17.59,0.2083,0,0
57,58,1,11,0,17.68,0.2619,0,0
57,58,1,12,0,21.35,0.2484,0,0
57,58,1,13,0,22.61,1.0979,0,1
57,58,1,14,0,20.82,0.2287,0,0
57,58,1,15,0,22.16,0.1549,0,0
57,58,1,16,0,20.46,0.2066,0,0
57,58,1,17,0,21.3,0.3056,0,0
57,58,1,18,0,19.99,0.5538,1,0
57,58,1,19,0,19.33,0.475,1,0
57,58,1,20,0,18.15,0.5719,1,0
57,58,1,21,0,16.56,0.5374,1,0
57,58,1,22,0,16.67,0.5212,0,0
57,58,1,23,0,12.83,0.5994,0,1
58,59,2,0,0,11.98,0.1442,0,0
58,59,2,1,0,12.29,0.1722,0,0
58,59,2,2,0,9.53,0.1936,0,0
58,59,2,3,0,11.19,0.1232,0,0
58,59,2,4,0,13.08,0.1332,0,0
58,59,2,5,0,9.97,0.2697,0,0
58,59,2,6,0,12.61,0.8818,0,1
58,59,2,7,0,13.41,0.6294,0,0
58,59,2,8,0,16.07,0.1893,0,0
58,59,2,9,0,15.71,0.1772,0,0
58,59,2,10,0,17.17,0.2449,0,0
58,59,2,11,0,18.54,0.1848,0,0
58,59,2,12,0,20.35,0.1823,0,0
58,59,2,13,0,20.22,0.2384,0,0
58,59,2,14,0,23.23,0.2347,0,0
58,59,2,15,0,22.33,0.2409,0,0
58,59,2,16,0,20.84,0.2809,0,0
58,59,2,17,0,21.18,0.2865,0,0
58,59,2,18,0,20.02,0.603,1,0
58,59,2,19,0,19.86,0.6946,1,0
58,59,2,20,0,19.11,0.9783,1,1
58,59,2,21,0,16.79,0.5042,1,0
58,59,2,22,0,15.25,0.7315,0,1
58,59,2,23,0,15.0,0.6332,0,0
59,60,3,0,0,11.84,0.177,0,0
59,60,3,1,0,12.07,0.1553,0,0
59,60,3,2,0,10.52,0.1607,0,0
59,60,3,3,0,9.94,0.1502,0,0
59,60,3,4,0,11.13,0.129,0,0
59,60,3,5,0,11.59,0.2045,0,0
59,60,3,6,0,14.11,0.895,0,1
59,60,3,7,0,13.89,0.8646,0,1
59,60,3,8,0,15.04,0.1602,0,0
59,60,3,9,0,15.54,0.2845,0,0
59,60,3,10,0,17.36,0.198,0,0
59,60,3,11,0,18.61,0.2015,0,0
59,60,3,12,0,20.71,0.1214,0,0
59,60,3,13,0,20.97,0.2987,0,0
59,60,3,14,0,22.66,0.1608,0,0
59,60,3,15,0,23.66,0.2204,0,0
59,60,3,16,0,20.64,0.1369,0,0
59,60,3,17,0,22.94,0.2164,0,0
59,60,3,18,0,19.55,0.6278,1,0
59,60,3,19,0,20.45,0.6452,1,0
59,60,3,20,0,19.4,0.9336,1,1
59,60,3,21,0,16.89,0.7412,1,0
59,60,3,22,0,14.77,0.6287,0,0
59,60,3,23,0,14.86,0.6327,0,0
60,61,4,0,0,12.27,0.1585,0,0
60,61,4,1,0,12.53,0.1298,0,0
60,61,4,2,0,11.75,0.1516,0,0
60,61,4,3,0,10.72,0.1444,0,0
60,61,4,4,0,12.09,0.1681,0,0
60,61,4,5,0,11.57,0.2181,0,0
60,61,4,6,0,13.56,0.8092,0,0
60,61,4,7,0,13.19,0.2775,0,0
60,61,4,8,0,15.08,0.1892,0,0
60,61,4,9,0,17.85,0.1776,0,0
60,61,4,10,0,19.64,0.1361,0,0
60,61,4,11,0,17.76,0.1537,0,0
60,61,4,12,0,20.92,0.2867,0,0
60,61,4,13,0,22.39,0.1418,0,0
60,61,4,14,0,21.55,0.9885,0,1
60,61,4,15,0,21.21,0.2252,0,0
60,61,4,16,0,19.32,0.2964,0,0
60,61,4,17,0,21.91,0.4185,0,0
60,61,4,18,0,18.64,0.4801,1,0
60,61,4,19,0,18.98,0.9233,1,1
60,61,4,20,0,18.38,1.2666,1,1
60,61,4,21,0,15.06,0.528,1,0
60,61,4,22,0,15.77,0.5306,0,0
60,61,4,23,0,14.2,0.5666,0,0
61,62,5,0,1,11.92,0.1551,0,0
61,62,5,1,1,11.82,0.1707,0,0
61,62,5,2,1,12.26,0.1607,0,0
61,62,5,3,1,13.85,0.1434,0,0
61,62,5,4,1,13.53,0.147,0,0
61,62,5,5,1,13.31,0.2833,0,0
61,62,5,6,1,12.25,0.8737,0,0
61,62,5,7,1,13.69,0.2848,0,0
61,62,5,8,1,15.23,0.1922,0,0
61,62,5,9,1,19.51,0.194,0,0
61,62,5,10,1,18.64,0.2222,0,0
61,62,5,11,1,17.83,1.2389,0,1
61,62,5,12,1,21.01,0.2856,0,0
61,62,5,13,1,23.23,0.2611,0,0
61,62,5,14,1,22.99,0.1738,0,0
61,62,5,15,1,22.87,0.338,0,0
61,62,5,16,1,21.54,0.2939,0,0
61,62,5,17,1,22.56,1.218,0,1
61,62,5,18,1,19.7,0.7126,1,0
61,62,5,19,1,19.41,0.5257,1,0
61,62,5,20,1,19.35,0.9685,1,1
61,62,5,21,1,18.76,0.7079,1,0
61,62,5,22,1,17.53,0.6388,0,0
61,62,5,23,1,14.95,0.6912,0,0
62,63,6,0,1,13.05,0.1603,0,0
62,63,6,1,1,12.39,0.1614,0,0
62,63,6,2,1,11.19,0.1588,0,0
62,63,6,3,1,9.79,0.1314,0,0
62,63,6,4,1,11.89,0.1535,0,0
62,63,6,5,1,11.02,0.232,0,0
62,63,6,6,1,13.25,1.0547,0,1
62,63,6,7,1,14.35,0.8173,0,0
62,63,6,8,1,16.11,0.1389,0,0
62,63,6,9,1,17.05,0.2636,0,0
62,63,6,10,1,18.26,0.1526,0,0
62,63,6,11,1,22.01,0.1628,0,0
62,63,6,12,1,21.32,0.2622,0,0
62,63,6,13,1,20.65,0.3119,0,0
62,63,6,14,1,22.46,0.2662,0,0
62,63,6,15,1,21.5,0.3707,0,0
62,63,6,16,1,23.44,1.0883,0,1
62,63,6,17,1,23.12,0.3221,0,0
62,63,6,18,1,21.33,0.6126,1,0
62,63,6,19,1,18.73,0.6024,1,0
62,63,6,20,1,18.2,1.2598,1,1
62,63,6,21,1,17.27,0.5064,1,0
62,63,6,22,1,15.66,0.5584,0,0
62,63,6,23,1,13.31,0.5951,0,0
63,64,0,0,0,13.94,0.1748,0,0
63,64,0,1,0,13.01,0.1351,0,0
63,64,0,2,0,10.59,0.1874,0,0
63,64,0,3,0,11.12,0.1859,0,0
63,64,0,4,0,10.86,0.1773,0,0
63,64,0,5,0,14.27,0.2765,0,0
63,64,0,6,0,12.56,0.7019,0,1
63,64,0,7,0,14.58,0.7401,0,1
63,64,0,8,0,16.12,0.2456,0,0
63,64,0,9,0,17.05,0.1888,0,0
63,64,0,10,0,17.68,0.2993,0,0
63,64,0,11,0,18.84,0.1706,0,0
63,64,0,12,0,20.4,0.2007,0,0
63,64,0,13,0,21.91,0.2209,0,0
63,64,0,14,0,23.69,0.3014,0,0
63,64,0,15,0,23.24,0.1248,0,0
63,64,0,16,0,22.21,0.186,0,0
63,64,0,17,0,23.0,0.2163,0,0
63,64,0,18,0,20.12,0.6126,1,0
63,64,0,19,0,21.11,0.6385,1,0
63,64,0,20,0,19.24,0.5603,1,0
63,64,0,21,0,16.38,0.6699,1,0
63,64,0,22,0,17.18,0.7497,0,1
63,64,0,23,0,15.13,0.5895,0,0
64,65,1,0,0,12.9,0.1683,0,0
64,65,1,1,0,10.79,0.1257,0,0
64,65,1,2,0,12.61,0.1752,0,0
64,65,1,3,0,11.63,0.169,0,0
64,65,1,4,0,12.25,0.1637,0,0
64,65,1,5,0,12.86,0.2239,0,0
64,65,1,6,0,14.77,0.9959,0,1
64,65,1,7,0,14.43,0.8551,0,0
64,65,1,8,0,15.87,0.1818,0,0
64,65,1,9,0,17.26,0.1787,0,0
64,65,1,10,0,18.36,0.2671,0,0
64,65,1,11,0,20.54,0.1366,0,0
64,65,1,12,0,22.62,0.2258,0,0
64,65,1,13,0,20.22,0.2526,0,0
64,65,1,14,0,22.0,0.2817,0,0
64,65,1,15,0,24.33,0.2095,0,0
64,65,1,16,0,21.09,0.2197,0,0
64,65,1,17,0,20.88,1.1532,0,1
64,65,1,18,0,21.18,0.6479,1,0
64,65,1,19,0,18.92,1.0048,1,1
64,65,1,20,0,19.91,0.4901,1,0
64,65,1,21,0,19.13,0.4972,1,0
64,65,1,22,0,15.79,0.6078,0,0
64,65,1,23,0,14.9,0.4168,0,0
65,66,2,0,0,13.62,0.183,0,0
65,66,2,1,0,12.21,0.1591,0,0
65,66,2,2,0,11.9,0.149,0,0
65,66,2,3,0,11.63,0.1913,0,0
65,66,2,4,0,14.14,0.151,0,0
65,66,2,5,0,13.18,0.2687,0,0
65,66,2,6,0,11.27,0.7167,0,1
65,66,2,7,0,16.56,0.9008,0,1
65,66,2,8,0,15.48,0.2299,0,0
65,66,2,9,0,19.56,0.2477,0,0
65,66,2,10,0,19.21,0.1433,0,0
65,66,2,11,0,20.59,0.1881,0,0
65,66,2,12,0,21.63,0.148,0,0
65,66,2,13,0,21.01,0.1474,0,0
65,66,2,14,0,20.73,0.2993,0,0
65,66,2,15,0,23.95,0.2978,0,0
65,66,2,16,0,22.24,0.2692,0,0
65,66,2,17,0,22.6,0.2293,0,0
65,66,2,18,0,21.84,0.3977,1,0
65,66,2,19,0,20.41,0.5039,1,0
65,66,2,20,0,19.83,0.3546,1,0
65,66,2,21,0,19.49,0.5362,1,0
65,66,2,22,0,15.97,0.6459,0,0
65,66,2,23,0,16.04,0.7508,0,1
66,67,3,0,0,12.53,0.1227,0,0
66,67,3,1,0,12.95,0.179,0,0
66,67,3,2,0,12.93,0.177,0,0
66,67,3,3,0,11.56,0.1654,0,0
66,67,3,4,0,11.19,0.1493,0,0
66,67,3,5,0,15.2,0.3096,0,0
66,67,3,6,0,15.0,0.7592,0,0
66,67,3,7,0,14.25,0.9761,0,1
66,67,3,8,0,16.74,0.2183,0,0
66,67,3,9,0,17.76,0.1547,0,0
66,67,3,10,0,17.89,0.206,0,0
66,67,3,11,0,20.08,0.2642,0,0
66,67,3,12,0,21.19,1.3055,0,1
66,67,3,13,0,22.64,0.2686,0,0
66,67,3,14,0,23.09,0.1872,0,0
66,67,3,15,0,25.26,0.1924,0,0
66,67,3,16,0,23.16,0.2118,0,0
66,67,3,17,0,22.13,0.3851,0,0
66,67,3,18,0,21.24,0.5949,1,0
66,67,3,19,0,22.39,1.1427,1,1
66,67,3,20,0,18.06,0.8605,1,0
66,67,3,21,0,16.99,0.6487,1,0
66,67,3,22,0,14.9,0.5635,0,0
66,67,3,23,0,16.31,0.4296,0,0
67,68,4,0,0,13.99,0.1847,0,0
67,68,4,1,0,12.58,0.1719,0,0
67,68,4,2,0,13.32,0.169,0,0
67,68,4,3,0,10.44,0.1815,0,0
67,68,4,4,0,12.56,0.1778,0,0
67,68,4,5,0,12.93,0.2855,0,0
67,68,4,6,0,14.61,0.8919,0,1
67,68,4,7,0,17.31,0.2986,0,0
67,68,4,8,0,16.66,0.2039,0,0
67,68,4,9,0,19.58,0.2608,0,0
67,68,4,10,0,20.01,0.133,0,0
67,68,4,11,0,22.13,0.2134,0,0
67,68,4,12,0,22.76,0.1898,0,0
67,68,4,13,0,22.95,0.2386,0,0
67,68,4,14,0,23.93,1.0375,0,1
67,68,4,15,0,21.76,0.2775,0,0
67,68,4,16,0,25.18,0.2052,0,0
67,68,4,17,0,22.85,0.3055,0,0
67,68,4,18,0,20.99,0.7467,1,0
67,68,4,19,0,20.74,0.3902,1,0
67,68,4,20,0,18.79,0.7639,1,1
67,68,4,21,0,17.74,0.5983,1,0
67,68,4,22,0,16.89,0.4153,0,0
67,68,4,23,0,16.04,0.4817,0,0
68,69,5,0,1,13.61,0.1487,0,0
68,69,5,1,1,14.74,0.1658,0,0
68,69,5,2,1,14.0,0.1714,0,0
68,69,5,3,1,11.87,0.1529,0,0
68,69,5,4,1,10.43,0.1732,0,0
68,69,5,5,1,13.13,0.3243,0,0
68,69,5,6,1,12.87,0.9573,0,0
68,69,5,7,1,15.41,0.7938,0,0
68,69,5,8,1,17.01,0.2411,0,0
68,69,5,9,1,18.28,0.211,0,0
68,69,5,10,1,17.5,0.143,0,0
68,69,5,11,1,22.3,0.2081,0,0
68,69,5,12,1,20.01,1.0587,0,1
68,69,5,13,1,24.61,0.2585,0,0
68,69,5,14,1,24.34,0.3955,0,0
68,69,5,15,1,22.87,1.077,0,1
68,69,5,16,1,23.98,0.2035,0,0
68,69,5,17,1,21.45,0.3275,0,0
68,69,5,18,1,24.94,0.6122,1,0
68,69,5,19,1,21.84,1.0563,1,1
68,69,5,20,1,19.19,0.9725,1,0
68,69,5,21,1,17.68,0.5207,1,0
68,69,5,22,1,16.77,0.5019,0,0
68,69,5,23,1,15.77,0.5445,0,0
69,70,6,0,1,15.08,0.1645,0,0
69,70,6,1,1,14.33,0.1289,0,0
69,70,6,2,1,11.8,0.1599,0,0
69,70,6,3,1,14.21,0.1692,0,0
69,70,6,4,1,11.3,0.1578,0,0
69,70,6,5,1,13.36,0.2275,0,0
69,70,6,6,1,13.12,0.9392,0,0
69,70,6,7,1,14.92,0.9911,0,1
69,70,6,8,1,16.15,0.2008,0,0
69,70,6,9,1,18.2,0.171,0,0
69,70,6,10,1,20.96,0.2556,0,0
69,70,6,11,1,21.18,1.1945,0,1
69,70,6,12,1,22.63,0.2586,0,0
69,70,6,13,1,24.63,0.3578,0,0
69,70,6,14,1,22.74,1.3384,0,1
69,70,6,15,1,21.9,0.376,0,0
69,70,6,16,1,23.64,0.2102,0,0
69,70,6,17,1,22.09,0.3909,0,0
69,70,6,18,1,22.44,0.6182,1,0
69,70,6,19,1,22.05,0.5596,1,0
69,70,6,20,1,18.16,0.4332,1,0
69,70,6,21,1,18.17,0.5987,1,0
69,70,6,22,1,16.98,0.61,0,0
69,70,6,23,1,17.06,0.6236,0,0
70,71,0,0,0,13.05,0.1533,0,0
70,71,0,1,0,13.26,0.13,0,0
70,71,0,2,0,10.57,0.1814,0,0
70,71,0,3,0,11.91,0.1755,0,0
70,71,0,4,0,13.29,0.1406,0,0
70,71,0,5,0,13.23,0.3149,0,0
70,71,0,6,0,13.03,0.1863,0,0
70,71,0,7,0,16.37,0.2507,0,0
70,71,0,8,0,14.95,0.2906,0,0
70,71,0,9,0,20.23,0.2317,0,0
70,71,0,10,0,18.79,0.1753,0,0
70,71,0,11,0,18.7,0.1762,0,0
70,71,0,12,0,21.88,0.2942,0,0
70,71,0,13,0,22.85,0.1367,0,0
70,71,0,14,0,24.22,1.0052,0,1
70,71,0,15,0,23.38,0.286,0,0
70,71,0,16,0,24.56,0.1213,0,0
70,71,0,17,0,22.56,0.3084,0,0
70,71,0,18,0,24.23,0.5906,1,0
70,71,0,19,0,19.91,0.6515,1,1
70,71,0,20,0,20.09,0.6358,1,0
70,71,0,21,0,19.49,0.4123,1,0
70,71,0,22,0,15.87,0.4815,0,0
70,71,0,23,0,16.41,0.6617,0,1
71,72,1,0,0,13.45,0.1393,0,0
71,72,1,1,0,12.63,0.12,0,0
71,72,1,2,0,12.1,0.1476,0,0
71,72,1,3,0,11.85,0.1559,0,0
71,72,1,4,0,13.55,0.1373,0,0
71,72,1,5,0,13.85,0.2609,0,0
71,72,1,6,0,14.04,0.8978,0,1
71,72,1,7,0,15.87,0.9271,0,1
71,72,1,8,0,16.44,0.2829,0,0
71,72,1,9,0,17.97,0.2512,0,0
71,72,1,10,0,20.11,0.2128,0,0
71,72,1,11,0,21.64,0.2358,0,0
71,72,1,12,0,21.92,0.2591,0,0
71,72,1,13,0,22.27,0.2972,0,0
71,72,1,14,0,24.6,0.1534,0,0
71,72,1,15,0,24.63,0.1882,0,0
71,72,1,16,0,24.63,0.1601,0,0
71,72,1,17,0,21.86,0.3596,0,0
71,72,1,18,0,22.29,0.5981,1,0
71,72,1,19,0,22.38,0.891,1,1
71,72,1,20,0,19.52,0.6014,1,0
71,72,1,21,0,19.76,0.6274,1,0
71,72,1,22,0,16.22,0.5576,0,0
71,72,1,23,0,14.27,0.5376,0,0
72,73,2,0,0,13.81,0.1544,0,0
72,73,2,1,0,15.89,0.1382,0,0
72,73,2,2,0,14.3,0.1467,0,0
72,73,2,3,0,10.38,0.1625,0,0
72,73,2,4,0,12.28,0.1337,0,0
72,73,2,5,0,14.72,0.3575,0,0
72,73,2,6,0,15.15,0.6898,0,1
72,73,2,7,0,16.21,0.6053,0,0
72,73,2,8,0,17.53,0.2344,0,0
72,73,2,9,0,16.86,0.1288,0,0
72,73,2,10,0,20.28,0.1528,0,0
72,73,2,11,0,20.82,0.1306,0,0
72,73,2,12,0,21.08,0.255,0,0
72,73,2,13,0,23.27,0.16,0,0
72,73,2,14,0,25.91,0.235,0,0
72,73,2,15,0,23.32,0.2234,0,0
72,73,2,16,0,24.77,0.2739,0,0
72,73,2,17,0,23.68,0.2539,0,0
72,73,2,18,0,23.01,0.5849,1,0
72,73,2,19,0,22.02,0.7455,1,1
72,73,2,20,0,19.79,0.6831,1,0
72,73,2,21,0,16.6,0.52,1,0
72,73,2,22,0,17.18,0.5958,0,0
72,73,2,23,0,17.37,0.7045,0,1
73,74,3,0,0,16.13,0.1537,0,0
73,74,3,1,0,13.68,0.1843,0,0
73,74,3,2,0,11.66,0.1576,0,0
73,74,3,3,0,14.04,0.136,0,0
73,74,3,4,0,12.5,0.1734,0,0
73,74,3,5,0,13.51,0.3053,0,0
73,74,3,6,0,13.91,0.3243,0,0
73,74,3,7,0,16.49,1.092,0,1
73,74,3,8,0,15.81,0.2879,0,0
73,74,3,9,0,19.55,0.2517,0,0
73,74,3,10,0,22.2,1.301,0,1
73,74,3,11,0,22.06,0.1627,0,0
73,74,3,12,0,21.78,0.2241,0,0
73,74,3,13,0,21.64,0.1594,0,0
73,74,3,14,0,24.21,0.2569,0,0
73,74,3,15,0,20.78,0.2302,0,0
73,74,3,16,0,24.42,0.2567,0,0
73,74,3,17,0,22.63,0.3244,0,0
73,74,3,18,0,23.14,0.5873,1,0
73,74,3,19,0,23.21,0.4891,1,0
73,74,3,20,0,18.32,0.5763,1,0
73,74,3,21,0,19.19,0.4421,1,0
73,74,3,22,0,17.52,0.7731,0,1
73,74,3,23,0,17.53,0.6603,0,0
74,75,4,0,0,14.53,0.1233,0,0
74,75,4,1,0,15.23,0.165,0,0
74,75,4,2,0,13.72,0.1852,0,0
74,75,4,3,0,13.75,0.1214,0,0
74,75,4,4,0,12.94,0.1692,0,0
74,75,4,5,0,15.04,0.3353,0,0
74,75,4,6,0,15.16,0.3256,0,0
74,75,4,7,0,16.38,0.2828,0,0
74,75,4,8,0,16.99,0.1967,0,0
74,75,4,9,0,18.01,0.1944,0,0
74,75,4,10,0,19.6,0.2394,0,0
74,75,4,11,0,21.49,0.1379,0,0
74,75,4,12,0,24.33,0.1947,0,0
74,75,4,13,0,22.8,0.1719,0,0
74,75,4,14,0,24.64,1.2588,0,1
74,75,4,15,0,25.59,0.2397,0,0
74,75,4,16,0,23.46,0.26,0,0
74,75,4,17,0,23.78,0.2761,0,0
74,75,4,18,0,22.98,0.6788,1,1
74,75,4,19,0,23.36,0.4525,1,0
74,75,4,20,0,19.83,1.0469,1,1
74,75,4,21,0,17.98,0.465,1,0
74,75,4,22,0,17.31,0.6375,0,0
74,75,4,23,0,15.55,0.6349,0,0
75,76,5,0,1,14.75,0.1757,0,0
75,76,5,1,1,14.61,0.1168,0,0
75,76,5,2,1,13.56,0.1692,0,0
75,76,5,3,1,14.78,0.1528,0,0
75,76,5,4,1,12.54,0.1514,0,0
75,76,5,5,1,12.59,0.208,0,0
75,76,5,6,1,14.2,0.7638,0,1
75,76,5,7,1,14.84,0.9862,0,1
75,76,5,8,1,18.06,0.2915,0,0
75,76,5,9,1,20.26,0.2501,0,0
75,76,5,10,1,19.07,0.1933,0,0
75,76,5,11,1,21.72,0.2101,0,0
75,76,5,12,1,22.06,0.2039,0,0
75,76,5,13,1,22.33,0.141,0,0
75,76,5,14,1,24.22,0.3961,0,0
75,76,5,15,1,25.52,0.2336,0,0
75,76,5,16,1,23.4,0.1244,0,0
75,76,5,17,1,22.72,0.2962,0,0
75,76,5,18,1,25.38,0.6006,1,1
75,76,5,19,1,21.25,0.5932,1,0
75,76,5,20,1,22.02,0.4509,1,0
75,76,5,21,1,20.05,0.421,1,0
75,76,5,22,1,18.71,0.4831,0,0
75,76,5,23,1,14.35,0.5148,0,0
